,country,description,designation,points,price,province,region_1,title,variety,winery,year,location,avg_temp,range_temp,stdv_temp,avg_precip,range_precip,stdv_precip,lat,lng,elevation,review_length,abv,bottle_size,category,importer
167,United States of America,"Soft and gentle and very rich, with waves of red cherry, currant, chocolate, licorice and sweet spice flavors that go on and on. Really nice to drink with a grilled steak.",,90,38.0,California,Paso Robles,Lone Madrone 2006 Syrah (Paso Robles),Syrah,Lone Madrone,2006,"Paso Robles,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,35.626765,-120.691246,231,31,16.3,750.0,Red,not_imported
168,United States of America,"A little rustic and rough in texture, but otherwise this is a nice, dry wine. It's also pretty fierce in tannins, but offers polished blackberry, cured-meat, pepper and cedar flavors. Could gain in the bottle over the next 4–5 years.",Bee Bee's Blend Estate,88,48.0,California,Calistoga,Envy 2009 Bee Bee's Blend Estate Red (Calistoga),Red Blend,Envy,2009,"Calistoga,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,38.578797,-122.579705,108,40,14.5,750.0,Red,not_imported
169,Germany,"White flowers meld with saffron and fennel notes on this complex medium-dry Riesling. It's delicately lacy on the palate, yet sweet-tart peach and lime flavors penetrate deeply. Racy acidity drives a high-toned, focused finish.",Johannisberger Klaus Spätlese,91,44.0,Rheingau,,Johannishof 2013 Johannisberger Klaus Spatlese Riesling (Rheingau),Riesling,Johannishof,2013,"Rheingau,Germany",7.677911351,16.99427104,5.988472622000001,77.46859794,41.7467436,12.88818694,50.124148,8.091216000000001,428,34,7.5,750.0,White,"Valckenberg International, Inc"
170,Austria,"Bründlmayer, one of Austria's most famed winemakers, finds that the lyre method of training the vine gives significantly more concentration. That's certainly true of this rich, full, intense wine, with its powering acidity and flavors of almonds, white currants and cranberries.",Lyra Zöbinger Heiligenstein,93,48.0,Kamptal,,Willi Brundlmayer 2001 Lyra Zobinger Heiligenstein Riesling (Kamptal),Riesling,Willi Brundlmayer,2001,"Kamptal,Austria",7.394704769,19.45019365,6.7925617460000005,80.54383606,50.32248083,15.54089694,48.380713,16.524664,171,41,,,no_category,"Skurnik Wines, Inc"
171,Chile,"Earthy blackberry aromas come with a leafy note and rusticity. The palate on this Cabernet Sauvignon-led blend is crimped and pinched, with linear flavors of boysenberry and herbs. On the finish, this tastes a bit green, with blueberry sweetness helping to balance things off.",Elements Cabernet Sauvignon-Petit Verdot-Carignan-Carmenere,88,30.0,Central Valley,,Echeverria 2012 Elements Cabernet Sauvignon-Petit Verdot-Carignan-Carmenere Red (Central Valley),Red Blend,Echeverria,2012,"Central Valley,Chile",9.374296779,8.85241245,3.146808532,90.14825167,41.46938646,13.67420221,-23.122392,-69.540424,1385,44,13.5,750.0,Red,Ararat Import/Export Co. LLC
172,Italy,"A dark, masculine, brooding Brunello, with savory aromas of leather and cured meat behind ripe fruit and blackberry. It's tight and clean, with a streamlined mouthfeel that testifies to the wine's firm tannic structure. Executed in a traditional style, it shows possibilities for long-term aging.",,91,60.0,Tuscany,Brunello di Montalcino,Altesino 2007  Brunello di Montalcino,Sangiovese Grosso,Altesino,2007,"Brunello di Montalcino,Tuscany,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,43.06022700000001,11.502951,356,45,,,no_category,not_imported
173,United States of America,"Dry and balanced, this is a great food wine, with its crunchy acidity and minerality. A combination of Roussanne, Grenache Blanc and Piquepol, it shows nuanced flavors of the zests of Meyer lemons and limes, figs and green melons. Robert Hall is producing some of the most interesting white wines in Paso Robles.",Blanc de Robles,88,20.0,California,Paso Robles,Robert Hall 2007 Blanc de Robles White (Paso Robles),Rhône-style White Blend,Robert Hall,2007,"Paso Robles,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,35.626765,-120.691246,231,53,13.7,750.0,White,not_imported
174,Chile,"Black-fruit aromas of cassis and boysenberry are not overdone nor overoaked. Thie palate feels somewhat spiky and acidic, with a tartaric bite. A flavor profile comprised of salty berry fruits finishes briny and herbal, with good weight and balance.",Reserve,87,15.0,Maipo Valley,,Santa Ema 2013 Reserve Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Santa Ema,2013,"Maipo Valley,Chile",9.374296779,8.85241245,3.146808532,90.14825167,41.46938646,13.67420221,-33.732865000000004,-70.78123599999998,453,39,13.5,750.0,Red,Guarachi Wine Partners
175,New Zealand,"Smoky aromas of hickory-laced dark fruit lead the way, easily sliding into boysenberry and bacon notes on the palate. The flavors are meaty and savory, not simply fruity, while the texture is lush. One of the best examples of Peg Bay Pinot Noir in memory, it finishes long, framed by supple tannins. Drink now–2020.",,91,40.0,Waipara Valley,,Pegasus Bay 2009 Pinot Noir (Waipara Valley),Pinot Noir,Pegasus Bay,2009,"Waipara Valley,New Zealand",12.19364977,6.734552292,2.381810766,102.0731116,41.56097643,12.69657044,-43.058482,172.76023999999995,75,54,13.5,750.0,Red,Empson USA Ltd
176,United States of America,"For the first time, all the fruit for this Cabernet is sourced from Red Mountain vineyards. It's well on the way to secondary fruit aromas and flavors; soft and instantly approachable. It's not a challenging wine, but it fits like a comfortable old shirt. Strawberry, cherry and plum mingle gracefully, with super-smooth tannins.",,89,36.0,Washington,Red Mountain,Hightower 2010 Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Hightower,2010,"Red Mountain,Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,48.9454,-122.106816,691,53,14.3,750.0,Red,not_imported
177,United States of America,"Strong scents of mint and spice frame a burst of black-cherry fruit. It's followed with highlights of vanilla, coffee, cedar and mocha—suggesting that some innovative barrels were combined here. Overall, it's a potent and quite flavorful wine, ready to enjoy now through 2020.",Bradshaw Vineyard,91,40.0,Oregon,Willamette Valley,J. Scott Cellars 2014 Bradshaw Vineyard Pinot Noir (Willamette Valley),Pinot Noir,J. Scott Cellars,2014,"Willamette Valley,Oregon,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,45.344287,-122.667037,50,43,,,no_category,not_imported
178,Spain,"A staunch, almost severe level of oak controls the nose on this barrel-fermented Viura that's narrow on the palate, with high acidity. Oak stays around as the lead flavor, with a hint of sour apple, while texturally this feels solid and not too resiny.",Barrel Fermented,85,15.0,Northern Spain,Rioja,Taron 2015 Barrel Fermented Viura (Rioja),Viura,Taron,2015,"Rioja,Northern Spain,Spain",15.15150141,12.36486107,4.320660018,46.86140963,57.78149558,18.66696235,42.328553,-2.467492,826,44,12.0,750.0,White,Amphora Wine Imports
179,United States of America,"Aromas of cocoa and coffee are mixed with black licorice and dark berries, with this wine showing some reduction out of the gate that detracts. The flavors are rich and full bodied, carrying some warmth on the finish. The aromas and flavors seem disconnected.",The Estates,87,26.0,Washington,Wahluke Slope,Milbrandt 2012 The Estates Merlot (Wahluke Slope),Merlot,Milbrandt,2012,"Wahluke Slope,Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,46.720694,-119.398077,214,44,15.5,750.0,Red,not_imported
180,France,"Produced from young vines, this is the third wine of Larrivet Haut-Brion. As such, it is very accessible with its ripe, red exuberant fruits. The tannins are in the background, giving the necessary structure to a wine that will age quickly. Drink from 2017.",Les Hauts de Larrivet Haut-Brion,87,35.0,Bordeaux,Pessac-Léognan,Chateau Larrivet Haut-Brion 2011 Les Hauts de Larrivet Haut-Brion  (Pessac-Leognan),Bordeaux-style Red Blend,Château Larrivet Haut-Brion,2011,"Pessac-Léognan,Bordeaux,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,39.78373,-100.445882,833,44,,,no_category,not_imported
181,Argentina,"An interesting but questionable value with Patagonian individuality. The nose features clove, wild flowers, leather and hot berry fruit aromas, while the feel is clacky and tannic, and the flavors a little baked and stewy. Raisin, heft and berry soup characteristics make this a ripe, full-bodied force to reckon with.",S,88,60.0,Other,Neuquén,Familia Schroeder 2004 S Cabernet Sauvignon (Neuquen),Cabernet Sauvignon,Familia Schroeder,2004,"Neuquén,Other,Argentina",13.52847747,13.51826567,4.78122422,63.74336531,42.3107214,13.64178749,-38.95493,-68.05925699999999,273,50,14.5,750.0,Red,S Selections
182,Italy,"Bread crust, citrus, chopped herb and orchard fruit aromas lift out of the glass. The vibrant palate offers lime, nectarine and toasted hazelnut alongside vibrant acidity. An elegant mousse carries through to the crisp, bone-dry finish.",Roncà Pas Dosé Metodo Classico,91,42.0,Veneto,Lessini Durello,Fattori 2010 Ronca Pas Dose Metodo Classico  (Lessini Durello),Durella,Fattori,2010,"Lessini Durello,Veneto,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,39.78373,-100.445882,833,36,,,no_category,not_imported
183,Italy,"This big and brooding wine offers intense aromas of black fruits, raisins, vanilla and toast. The palate presents ripe blackberry, white pepper, prune and licorice flavors. Pair it with seasoned cheeses or mushroom risotto.",Le Bessole,88,24.0,Veneto,Valpolicella Classico Superiore,Accordini Igino 2011 Le Bessole  (Valpolicella Classico Superiore),Red Blend,Accordini Igino,2011,"Valpolicella Classico Superiore,Veneto,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,39.78373,-100.445882,833,34,,,no_category,not_imported
184,Italy,"With a long winemaking history that spans back to 1908, the Germano family has played an important role in the evolution of Barolo and Langhe wines. The Vigna Rué cru expression is an incredible wine with beautifully focused aromas of wild berry, cola and mineral. The mouthfeel is equally impressive thanks to the polished and drying nature of the tannins.",Vigna Rué,94,,Piedmont,Barolo,Germano Angelo 2005 Vigna Rue  (Barolo),Nebbiolo,Germano Angelo,2005,"Barolo,Piedmont,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,44.610841,7.942844999999998,298,60,,,no_category,not_imported
185,United States of America,"Big flavors and structure come together perfectly in this full-bodied, dry wine that's meant for the dinner table. Its unique fruit character combines raspberry, blackberry and rhubarb, while firm tannins and vibrant acidity create an appetizing, mouth-cleansing texture.",Phil's Selection,91,25.0,California,Sierra Foothills,Sierra Starr 2013 Phil's Selection Zinfandel (Sierra Foothills),Zinfandel,Sierra Starr,2013,"Sierra Foothills,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,37.394157,-121.859452,42,38,14.5,750.0,Red,not_imported
186,Argentina,"Purple in color, with ripe, meaty, earthy aromas mixed with herbs, exotic berry fruit scents and vanilla. This is feisty and full-bodied Pinot with integrated plum, blueberry and well-applied oak. It's a little more citrusy and zesty than in previous vintages, and definitely a heavier style than its Cincuenta y Cinco counterpart, which will allow it to age for another four to seven years.",Treinta y Dos,90,150.0,Other,Río Negro Valley,Bodega Chacra 2008 Treinta y Dos Pinot Noir (Rio Negro Valley),Pinot Noir,Bodega Chacra,2008,"Río Negro Valley,Other,Argentina",13.52847747,13.51826567,4.78122422,63.74336531,42.3107214,13.64178749,-26.855195,-59.53464,79,64,13.5,750.0,Red,Kobrand
187,France,"Soft and ripe wine, with gentle tannins and fresh acidity. There is an edge of bitterness that comes between the fruit and the structure.",Vignes Franches Premier Cru,88,55.0,Burgundy,Beaune,Louis Latour 2008 Vignes Franches Premier Cru  (Beaune),Pinot Noir,Louis Latour,2008,"Beaune,Burgundy,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,47.125076,4.554316,439,24,,,no_category,not_imported
188,United States of America,"Ryan Zepaltas coaxes complex aromas and flavors of baked Golden Delicious apple and anise around a well-constructed foundation of integrated oak, 33% of it new French. Cloudy in appearance, the wine sings in anise and tangy tangerine.",Charles Heintz Vineyard,94,48.0,California,Sonoma Coast,Zepaltas 2013 Charles Heintz Vineyard Chardonnay (Sonoma Coast),Chardonnay,Zepaltas,2013,"Sonoma Coast,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,38.41699000000001,-123.099029,68,37,14.0,750.0,White,not_imported
189,Italy,"Structured and elegant, this opens with scents that recall beeswax, honey and almond. The vibrant, balanced palate offers white peach, fresh orchard fruit and a saline note alongside bright acidity. Drink now or hold for even more complexity. Drink through 2023.",Casal di Serra Vecchie Vigne,92,35.0,Central Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Umani Ronchi 2013 Casal di Serra Vecchie Vigne  (Verdicchio dei Castelli di Jesi Classico Superiore),Verdicchio,Umani Ronchi,2013,"Verdicchio dei Castelli di Jesi Classico Superiore,Central Italy,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,39.78373,-100.445882,833,41,,,no_category,not_imported
190,United States of America,"A consistently great white, this vintage is as impressive as ever, exhibiting steely, rocky minerality around savory, smooth layers marked by light, pretty flavors of key lime and lemon peel.",,91,17.0,California,Napa Valley,RouteStock 2015 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,RouteStock,2015,"Napa Valley,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,39.023468,-84.45046500000002,243,30,13.4,750.0,White,not_imported
191,Italy,"Raspberry compote, star anise, grilled herb and sun baked earth and a whiff of leather are some of the aromas you'll find on this structured Barolo. On the full-bodied palate, chopped mint, licorice and tobacco accent ripe Morello cherry and juicy raspberry. Give this time to fully develop. Drink 2020–2028.",Cerretta,92,75.0,Piedmont,Barolo,Luigi Baudana 2012 Cerretta  (Barolo),Nebbiolo,Luigi Baudana,2012,"Barolo,Piedmont,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,44.610841,7.942844999999998,298,50,,,no_category,not_imported
192,United States of America,"A rustic, common wine; it's not quite ripe, and is hot in alcohol and pepper. But it's okay for everyday pizza and such.",Lot 12,83,11.0,California,California,Grayson 2010 Lot 12 Zinfandel (California),Zinfandel,Grayson,2010,"California,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,36.701463,-118.755997,2761,23,14.1,750.0,Red,not_imported
193,United States of America,"Coming largely from Canoe Ridge and Cold Creek vineyards, this wine leads with barrel aromas of toast and char out in front of peach. It's rich and full bodied, showing a sense of texture and gravitas. The oak is not shy the but the fruit stands up to it.",Ethos Reserve,91,36.0,Washington,Columbia Valley (WA),Chateau Ste. Michelle 2013 Ethos Reserve Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle,2013,"Columbia Valley (WA),Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,46.294767,-117.91747,711,49,,,no_category,not_imported
194,United States of America,"This is pure Cabernet from one of Washington's oldest vineyards. Cold Creek is a hot site, and its grapes are scattered throughout many of the Ste. Michelle brands, often providing the core fruit. Here is the essence, a wine that opens a bit grudgingly, but has structure and concentration if you take the time to let it blossom. Dense cherry and cassis fruit is tightly wound with balancing acids. The use of new oak is restrained, but sufficient, and this is a wine that should age nicely for many years.",Cold Creek Vineyard,91,26.0,Washington,Columbia Valley (WA),Chateau Ste. Michelle 2004 Cold Creek Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Chateau Ste. Michelle,2004,"Columbia Valley (WA),Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,46.294767,-117.91747,711,90,,,no_category,not_imported
195,Portugal,"One of the two estates in the Douro still in the hands of descendants of Dona Antonia Ferreira, who created so many Douro quintas, Vallado is able to produce great white wines as well as reds and Ports. This wood-aged Reserva is smooth, lightly toasty with freshness and citrus as well as pineapple and spice. It will age for several years and will be best from 2016.",Reserva Branco,92,50.0,Douro,,Quinta do Vallado 2013 Reserva Branco White (Douro),Portuguese White,Quinta do Vallado,2013,"Douro,Portugal",16.07577561,9.483322288,3.3539810310000004,55.12418526,88.22825322,29.33222663,41.170042,-7.30475,567,67,13.0,750.0,White,Quintessential Wines
196,United States of America,"The 2011 Riot (a play on Trio) is half Sangiovese and one quarter each Mourvèdre and Grenache. It's been amped up in 2011, with the alcohol pushing near a heady 15%. Spicy and superripe fruit packs some heat, along with flavors of red and purple fruits. The finish turns a bit chalky and tart.",Riot,86,20.0,Washington,Columbia Valley (WA),Trio Vintners 2011 Riot Red (Columbia Valley (WA)),Red Blend,Trio Vintners,2011,"Columbia Valley (WA),Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,46.294767,-117.91747,711,54,14.8,750.0,Red,not_imported
197,Italy,"Already one of Italy's most iconic bottlings, this gorgeous 2010 is already a classic. Its complex and intense bouquet unfolds with ripe blackberries, violets, leather, thyme and balsamic herbs. The palate shows structure, poise and complexity, delivering rich black currants, black cherry, licorice, mint and menthol notes alongside assertive but polished tannins and vibrant energy. This wine will age and develop for decades. Drink 2018–2040.",Solaia,97,325.0,Tuscany,Toscana,Marchesi Antinori 2010 Solaia Red (Toscana),Red Blend,Marchesi Antinori,2010,"Toscana,Tuscany,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,43.792284,11.332806,319,65,14.5,750.0,Red,Ste. Michelle Wine Estates
198,New Zealand,Struck flint and tomato stalk on the nose lead into a medium-bodied wine with strong citrus overtones. White grapefruit and green leafy notes linger on the dry finish.,,90,24.0,Marlborough,,Loveblock 2015 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Loveblock,2015,"Marlborough,New Zealand",12.19364977,6.734552292,2.381810766,102.0731116,41.56097643,12.69657044,-41.474475,173.833026,44,28,13.5,750.0,White,Terlato Wines International
199,United States of America,"This blend of 55% Viognier, 30% Marsanne and 15% Roussanne has never been better. It's loaded with juicy stone fruits, accented with hints of tea tree oil and lemon verbena. A streak of black tea comes in gracefully as well, and along with its own unique flavor profile, it has the length and supple power of a very fine Chardonnay.",Spiral 36,92,28.0,Oregon,Applegate Valley,Cowhorn 2015 Spiral 36 White (Applegate Valley),Rhône-style White Blend,Cowhorn,2015,"Applegate Valley,Oregon,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,42.257066,-123.168383,390,60,13.4,750.0,White,not_imported
200,France,"A lightly textured wine that has spice, pineapple and baked apple flavors. It is medium dry and fruity with a zesty orange peel texture. Drink this wine now, or keep it until 2015.",Loire Valley,86,12.0,Loire Valley,Vouvray,Sauvion 2012 Loire Valley  (Vouvray),Chenin Blanc,Sauvion,2012,"Vouvray,Loire Valley,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,47.413669,0.799845,69,33,,,no_category,not_imported
201,United States of America,"Cabernet Sauvignon (85%) takes the lead on this blend, with the balance Syrah. It brings aromas of earth, green herbs, citrus and cherry that are followed by ripe cherry flavors and a firm squeeze of slightly dry tannins.",Columbia Rediviva Phinny Hill Vineyard,90,50.0,Washington,Walla Walla Valley (WA),Buty 2013 Columbia Rediviva Phinny Hill Vineyard Cabernet Sauvignon-Syrah (Walla Walla Valley (WA)),Cabernet Sauvignon-Syrah,Buty,2013,"Walla Walla Valley (WA),Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,46.065038,-118.330248,300,38,14.9,750.0,Red,not_imported
202,Austria,"The 16 months wood aging has smoothed the wrinkles in this wine, giving solid tannins, a dry core and red cherry and wild strawberry flavors. It is a fine performance, dense but not losing sight of the varietal character.",Grillenhügel,90,43.0,Thermenregion,,Johanneshof Reinisch 2007 Grillenhugel Pinot Noir (Thermenregion),Pinot Noir,Johanneshof Reinisch,2007,"Thermenregion,Austria",7.394704769,19.45019365,6.7925617460000005,80.54383606,50.32248083,15.54089694,48.08914,16.297484,214,39,13.0,750.0,Red,Circo Vino
203,Australia,"A bit obviously pungent and sweaty, this passion fruit-scented wine is direct and to the point, marrying medium body with a tangy, mouthwatering finish. If you enjoy slightly feral citrus notes, you may rate it higher.",The Foil,87,21.0,South Australia,Adelaide Hills,Riposte 2015 The Foil Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Riposte,2015,"Adelaide Hills,South Australia,Australia",21.33444619,12.37687959,4.421156388,51.02601605,78.21717408,27.38081361,-34.990275,138.726095,515,36,12.5,750.0,White,Little Peacock Imports
204,United States of America,"Loads of purple fruit and baked goods show on the nose of this 36% Mourvèdre, 34% Grenache and 30% Syrah blend, reminiscent of blueberry pie and olallieberry-vanilla muffins. Flavors are plump and ripe, like blackberry cookie dipped in caramel-milk chocolate sauce. Fans of big Paso reds, rejoice.",Azimuth,91,54.0,California,Paso Robles,Caliza 2012 Azimuth Red (Paso Robles),Rhône-style Red Blend,Caliza,2012,"Paso Robles,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,35.626765,-120.691246,231,47,15.2,750.0,Red,not_imported
205,United States of America,"Dark in color and generously bodied, this wine exudes a taste and aroma of brown sugar and roasted plum, flavors that ride a wave of soft, velvety texture, blackberry compote and mocha chocolate. Richly rewarding, it's also a tremendous value.",,90,22.0,California,Russian River Valley,Novy 2013 Zinfandel (Russian River Valley),Zinfandel,Novy,2013,"Russian River Valley,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,38.634525,-122.830851,34,40,15.6,750.0,Red,not_imported
206,Canada,"Spicy, floral and with a touch of minerality, this is poised and layered. It's dense and honeyed on the palate but overall, has a balanced, attractive character. Imported by Bayfield Importing, Ltd.",Icewine,85,50.0,Ontario,Niagara Peninsula,Henry of Pelham 2004 Icewine Riesling (Niagara Peninsula),Riesling,Henry of Pelham,2004,"Niagara Peninsula,Ontario,Canada",-6.783356399,33.93217625,12.05985929,49.37696603,29.93148405,10.11748898,43.03263,-79.106083,173,32,10.0,375.0,Dessert,Henry Of Pelham Winery
207,Portugal,"Yes, there is some elegance here as well as rich fruit and sweet perfumed juiciness. It's attractively fruity, uncomplex. Screwcap.",Aya Elegant,84,,Alentejano,,Logowines 2008 Aya Elegant Red (Alentejano),Portuguese Red,Logowines,2008,"Alentejano,Portugal",16.07577561,9.483322288,3.3539810310000004,55.12418526,88.22825322,29.33222663,39.78373,-100.445882,833,20,14.5,750.0,Red,"MHW, Ltd"
208,United States of America,"The aromas pop, with notes of diesel, lychee, dried orange peel, marmalade and peach. The stone-fruit and tropical flavors are rich, sugary and intense, showing an exquisite sense of balance. Skip the rest of dessert. This delivers it all by itself.",Eroica Ice Wine,94,60.0,Washington,Horse Heaven Hills,Chateau Ste. Michelle & Dr. Loosen 2014 Eroica Ice Wine Riesling (Horse Heaven Hills),Riesling,Chateau Ste. Michelle & Dr. Loosen,2014,"Horse Heaven Hills,Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,39.78373,-100.445882,833,41,,,no_category,not_imported
209,France,"Produced from organically grown fruit, this is a delicious refreshing wine. Its red fruits and crisp lemon zest are balanced with the intense acidity and touch of herbs. It is great for summer drinking or as an apéritif.",L'Esprit de Sainte Marguerite,88,20.0,Provence,Côtes de Provence,Chateau Sainte Marguerite 2016 L'Esprit de Sainte Marguerite Rose (Cotes de Provence),Rosé,Château Sainte Marguerite,2016,"Côtes de Provence,Provence,France",10.99569921,14.43840141,5.0741465560000005,76.11128248,57.33432783,18.02801744,43.449913,6.656105,10,38,12.5,750.0,Rose,"Dreyfus, Ashby & Co"
210,Spain,"Dilute and pickled, with similarly pickled citrus and melon flavors that lose direction along the way. Rather weak and mealy wine, with a strange profile that has to be due to the Malvasia/Viura marriage.",Malvasia-Verdejo,81,12.0,Northern Spain,Vino de la Tierra de Castilla y León,Vina Salamanca 2008 Malvasia-Verdejo White (Vino de la Tierra de Castilla y Leon),White Blend,Viña Salamanca,2008,"Vino de la Tierra de Castilla y León,Northern Spain,Spain",15.15150141,12.36486107,4.320660018,46.86140963,57.78149558,18.66696235,39.78373,-100.445882,833,34,12.5,750.0,White,The Artisan Collection
211,United States of America,"High-toned aromas of herb, flower, spice and cherry are followed by tart elegantly styled fruit flavors. The new oak influence seems minimal. Pair it with food to see it at its best.",Red Willow Vineyard,88,35.0,Washington,Yakima Valley,Eight Bells 2013 Red Willow Vineyard Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Eight Bells,2013,"Yakima Valley,Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,46.601557,-120.510842,325,32,14.1,750.0,Red,not_imported
212,United States of America,"Good citrus fruit flavors, along the lines of grapefruits, limes and Meyer lemons, accompanied by zesty acidity mark this bone-dry Sauvignon Blanc. It really scours the mouth clean. Very nice with puff pastry mushroom appetizers, bruschetta with goat cheese and roasted red peppers, or crudités with a garlicky sour cream dip.",Rava Blackjack Vineyard,87,18.0,California,Monterey,Darcie Kent Vineyards 2009 Rava Blackjack Vineyard Sauvignon Blanc (Monterey),Sauvignon Blanc,Darcie Kent Vineyards,2009,"Monterey,California,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,36.584417,-121.866793,43,51,13.5,750.0,White,not_imported
213,United States of America,A mixture of blue fruit and herb aromas lead to fruit flavors that show restraint and polish. It's a very pretty representation of the vintage.,Foundation,91,35.0,Washington,Columbia Valley (WA),Structure 2014 Foundation Syrah (Columbia Valley (WA)),Syrah,Structure,2014,"Columbia Valley (WA),Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,46.294767,-117.91747,711,25,14.5,750.0,Red,not_imported
214,Greece,"This rosé starts with scents of anise, pepper and spice, followed by an earthy array of spice and cranberry and cherry flavors. Exotic but refined, the wine will pair well with aged cheeses and beef.",Kanenas,89,19.0,Greece,,Tsantali 2015 Kanenas Rose (Greece),Rosé,Tsantali,2015,"Greece,Greece",15.67276666,16.09409428,5.652146887000001,42.29539444,67.32253803,22.30290485,38.995368,21.987713,984,35,13.0,750.0,Rose,"Fantis Imports, Inc"
215,United States of America,"Smelling of pure Syrah, annotated with rock and white pepper, this is graceful, muscular and compact. The wild blueberry fruit is not too sweet and has a clean, resonant finish. It still needs time to knit together and bring the barrel flavors into focus.",Loess,90,40.0,Washington,Walla Walla Valley (WA),Waters 2005 Loess Syrah (Walla Walla Valley (WA)),Syrah,Waters,2005,"Walla Walla Valley (WA),Washington,US",6.344340901,23.88707373,8.534117159,70.16694386,21.13237912,6.204226332999999,46.065038,-118.330248,300,44,,750.0,Red,not_imported
216,Argentina,"Licorice, cardamom, blueberry and cassis aromas are subtle but complementary. A firm, healthy feel isn't particularly hard or tannic, while candied berry and sweet oak flavors lead to a long, smooth finish. This blend of 67% Malbec and 33% Cab Sauvignon is ripe, ready and exemplifies Mendoza's penchant for big wines with balance. Only 150 cases made.",Red Blend,90,95.0,Mendoza Province,Mendoza,TeHo 2011 Red Blend Malbec-Cabernet Sauvignon (Mendoza),Malbec-Cabernet Sauvignon,TeHo,2011,"Mendoza,Mendoza Province,Argentina",13.52847747,13.51826567,4.78122422,63.74336531,42.3107214,13.64178749,-34.870072,-68.547997,1032,57,,,no_category,not_imported
217,Italy,"This is a full and generous Friulano (a native grape of northeast Italy) that shows ripe aromas of peach, melon and pear. It is smooth and rich on the palate and would pair with creamy seafood risotto.",Zuc di Volpe,89,38.0,Northeastern Italy,Colli Orientali del Friuli,Volpe Pasini 2008 Zuc di Volpe Friulano (Colli Orientali del Friuli),Friulano,Volpe Pasini,2008,"Colli Orientali del Friuli,Northeastern Italy,Italy",13.84565306,14.71520433,5.169522481,56.19966563,56.06968785,17.68605786,39.78373,-100.445882,833,37,13.0,750.0,White,Vinity Wine Company
218,Argentina,"Opens with classic lychee and melon aromas and only a touch of flower blossom. The palate has a nice, clean, healthy feel and flavors of green apple, lime and melon. Exceedingly clean and easygoing, with juicy acidity and proper balance.",,88,15.0,Mendoza Province,Mendoza,Espuela del Gaucho 2009 Torrontes (Mendoza),Torrontés,Espuela del Gaucho,2009,"Mendoza,Mendoza Province,Argentina",13.52847747,13.51826567,4.78122422,63.74336531,42.3107214,13.64178749,-34.870072,-68.547997,1032,40,13.0,750.0,White,WX Brands
